DE.tsv	11-1	1038-1041	Die	O
DE.tsv	11-2	1042-1049	Bluͤthe	B-Smell_Source
DE.tsv	11-3	1050-1053	iſt	O
DE.tsv	11-4	1054-1058	weiß	O
DE.tsv	11-5	1058-1059	/	O
DE.tsv	11-6	1060-1063	und	O
DE.tsv	11-7	1064-1069	eines	O
DE.tsv	11-8	1070-1080	angenehmen	B-Quality
DE.tsv	11-9	1081-1088	geruchs	B-Smell_Word

DE.tsv	12-1	1090-1093	Die	O
DE.tsv	12-2	1094-1102	Fruͤchte	O
DE.tsv	12-3	1103-1107	aber	O
DE.tsv	12-4	1108-1112	ſind	O
DE.tsv	12-5	1113-1116	wie	O
DE.tsv	12-6	1117-1120	die	O
DE.tsv	12-7	1121-1130	Oelbeeren	O
DE.tsv	12-8	1130-1131	/	O
DE.tsv	12-9	1132-1138	worauß	O
DE.tsv	12-10	1139-1142	die	O
DE.tsv	12-11	1143-1152	Einwohner	O
DE.tsv	12-12	1153-1156	ein	O
DE.tsv	12-13	1157-1160	Oel	O
DE.tsv	12-14	1161-1167	machen	O
DE.tsv	12-15	1167-1168	/	O
DE.tsv	12-16	1169-1176	welches	O
DE.tsv	12-17	1177-1180	ein	O
DE.tsv	12-18	1181-1185	ſehr	O
DE.tsv	12-19	1186-1197	kraͤfftiges	O
DE.tsv	12-20	1198-1212	Artzney-mittel	O
DE.tsv	12-21	1213-1216	iſt	O

DE.tsv	13-1	1218-1221	Die	O
DE.tsv	13-2	1222-1227	Affen	O
DE.tsv	13-3	1227-1228	/	O
DE.tsv	13-4	1229-1239	Meerkatzen	O
DE.tsv	13-5	1241-1244	und	O
DE.tsv	13-6	1245-1251	Voͤgel	O
DE.tsv	13-7	1252-1259	freſſen	O
DE.tsv	13-8	1260-1263	die	O
DE.tsv	13-9	1264-1269	Beere	O
DE.tsv	13-10	1270-1274	gern	O
DE.tsv	13-11	1274-1275	/	O
DE.tsv	13-12	1276-1280	wenn	O
DE.tsv	13-13	1281-1284	ſie	O
DE.tsv	13-14	1285-1289	aber	O
DE.tsv	13-15	1290-1294	auff	O
DE.tsv	13-16	1295-1298	die	O
DE.tsv	13-17	1299-1303	Erde	O
DE.tsv	13-18	1304-1315	niderfallen	O
DE.tsv	13-19	1315-1316	/	O
DE.tsv	13-20	1317-1324	alßdann	O
DE.tsv	13-21	1326-1333	wachſen	O
DE.tsv	13-22	1334-1339	junge	O
DE.tsv	13-23	1340-1357	Canell-ſproͤßlein	O
DE.tsv	13-24	1358-1361	auß	O
DE.tsv	13-25	1362-1368	denſel	O
DE.tsv	13-26	1368-1369	-	O
DE.tsv	13-27	1370-1373	ben	O
DE.tsv	13-28	1374-1379	wider	O
DE.tsv	13-29	1380-1386	hervor	O

DE.tsv	14-1	1388-1392	Wenn	O
DE.tsv	14-2	1393-1396	nun	O
DE.tsv	14-3	1397-1403	ſolche	O
DE.tsv	14-4	1404-1408	groß	O
DE.tsv	14-5	1409-1415	worden	O
DE.tsv	14-6	1415-1416	/	O
DE.tsv	14-7	1417-1419	ſo	O
DE.tsv	14-8	1420-1425	hawet	O
DE.tsv	14-9	1426-1429	man	O
DE.tsv	14-10	1430-1433	die	O
DE.tsv	14-11	1434-1439	alten	O
DE.tsv	14-12	1440-1442	ab	O
DE.tsv	14-13	1442-1443	/	O
DE.tsv	14-14	1445-1450	damit	O
DE.tsv	14-15	1451-1454	die	O
DE.tsv	14-16	1455-1461	jungen	O
DE.tsv	14-17	1462-1466	raum	O
DE.tsv	14-18	1467-1470	und	O
DE.tsv	14-19	1471-1476	lufft	O
DE.tsv	14-20	1477-1479	zu	O
DE.tsv	14-21	1480-1484	wach	O
DE.tsv	14-22	1484-1485	-	O
DE.tsv	14-23	1486-1489	ſen	O
DE.tsv	14-24	1490-1495	haben	O
DE.tsv	14-25	1496-1502	moͤgen	O

DE.tsv	1-1	2-9	welcher	O
DE.tsv	1-2	10-15	ſtiel	O
DE.tsv	1-3	16-20	denn	O
DE.tsv	1-4	21-24	der	O
DE.tsv	1-5	25-31	anfang	O
DE.tsv	1-6	32-36	oder	O
DE.tsv	1-7	37-46	fundament	O
DE.tsv	1-8	47-50	der	O
DE.tsv	1-9	51-60	folgenden	O
DE.tsv	1-10	61-67	Frucht	O
DE.tsv	1-11	68-71	iſt	O

