annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-1	2788-2793	Kajti	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-2	2794-2798	tako	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-3	2798-2799	,	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-4	2800-2805	kakor	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-5	2806-2808	so	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-6	2809-2813	bili	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-7	2814-2817	oni	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-8	2818-2829	priklenjeni	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-9	2830-2832	na	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-10	2833-2844	kolovoznico	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-11	2844-2845	,	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-12	2846-2850	tako	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-13	2851-2853	se	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-14	2854-2856	je	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-15	2857-2861	zdel	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-16	2862-2865	sam	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-17	2866-2877	prikovanega	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-18	2878-2880	na	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-19	2881-2883	te	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-20	2884-2890	stroje	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-21	2890-2891	,	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-22	2892-2898	mazane	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-23	2899-2900	z	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-24	2901-2906	oljem	B-Smell_Source
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-25	2906-2907	,	O
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-26	2908-2916	katerega	B-Smell_Source
annotation/Si-Lit-1906-WIKI00315-11.txt/jsi_annotator1.tsv	24-27	2917-2922	vonja	B-Smell_Word
